id_,adress,price,district,num_rum,area,num_floor1,num_floor2,add_inform,metro,GK
3177,"Дружби Народiв бул., 14-16",545,Печерский,1,63,18,25,"
Дополнительно : 
Шикарная 1 комнатная квартира в ЖК ""Печерский Квартал"",  бул. Д.Народов,  14-16. Печерский район. Евроремонт. 632218 кв.м. 1824 эт. Квартира полностью оборудована всей новой необходимой для комфортного проживания современной мебелью и бытовой техникой (холодильник,  кондиционер,  стиральная машина,  бойлер),  диван,  двуспальная кровать с ортопедическим матрасом. Охраняемая территория комплекса,  паркинг. Прекрасно развита инфраструктура. Отличная транспортная развязка до метро Д.Народов - 10 мин. пешком. 15500 грн.(в аренду входит паркоместо в подземном паркинге). Звоните,  организуем просмотр в удобное для Вас время! При подписании договора комиссия 50%. Агентство недвижимости МЕГА-КАПИТАЛ приглашает к сотрудничеству собственников объектов недвижимости для эффективной и быстрой сдачи в аренду жилья в Киеве.
  ",1,1
3178,"Оболонський пр-т, 54",524,Оболонский,1,45,10,24,"
Дополнительно : 
Шикарная 1 комнатная-студия в ЖК ""Оболонь Тауер"",  пр-т. Оболонський,  54. Первая сдача. Евроремонт. 451820 кв.м. 1024 эт. Квартира полностью оборудована всей необходимой для комфортного проживания современной мебелью и бытовой техникой холодильник,  кондиционер,  стиральная машина,  бойлер,  диван,  двуспальна кровать с ортопедическим матрасом,  варочная поверхность,  гардероб,  СВЧ,  подогрев пола. Охраняемая территория комплекса. Прекрасно развита инфраструктура. Отличная транспортная развязка до метро Г.Днепра - 10 мин. пешком. 14900 грн. ку. Звоните,  организуем просмотр в удобное для Вас время! При подписании договора комиссия 50%. Агентство недвижимости МЕГА-КАПИТАЛ приглашает к сотрудничеству собственников объектов недвижимости для эффективной и быстрой сдачи в аренду жилья в Киеве.
  ",1,1
3179,"Барбюса Анрi вул., 51-2",647,Печерский,1,43,14,14,"
Дополнительно : 
Шикарная 1 комнатная Печерс ЖК «Французский Квартал» Барбюса 512,  431812 м. 1414 эт. 5 минут от м. Лыбедская. Есть вся новая необходимая мебель и техник,  холодильник,  стиральная и посудомоечная машинка,  плазма,  двуспальная кровать,  кондиционер,  бойлер,  счетчик на отопление. Тихий двор,  удобная транспортная развязка. 18400 грн. Звоните,  организуем просмотр в удобное для Вас время! При подписании договора комиссия 50%. Агентство недвижимости МЕГА-КАПИТАЛ приглашает к сотрудничеству собственников объектов недвижимости для эффективной и быстрой сдачи в аренду жилья в Киеве.
  ",2,1
3180,"Героїв Сталiнграду пр-т, 6",559,Оболонский,2,87,9,13,"
Дополнительно : 
Срочно сдается отличная 2-комнатная ЖК «Оазис» Г.Сталинграда,  6,  86/50/16 м. 9/13 эт. Вся новая техника и мебель,  стиральная машинка,  духовка,  варочная поверхность,  СВЧ,  два двуспальных ортопедических дивана,  кресло,  двуспальная кровать,  два кондиционера,  бойлер,  гардероб,  ванная,  теплосчетчик. 15900 грн. к/у. Звоните,  организуем просмотр в удобное для Вас время! Агентство недвижимости «МЕГА-КАПИТАЛ» приглашает к сотрудничеству собственников жилой и коммерческой недвижимости для эффективной и быстрой продажи и сдачи в аренду жилья в Киеве. При подписании договора комиссия 50%.
  ",3,1
3181,"Чорновола В`ячеслава вул., 27",524,Шевченковский,1,40,5,16,"
Дополнительно : 
Шикарная 1-комнатная ЖК «Златоустовский» ул. Черновола,  27. 40 м. 516 эт. Вся новая необходимая мебель и бытовая техника,  холодильник,  плазма,  варочная поверхность,  кондиционер,  бойлер,  стиральная машина,  диван,  СВЧ,  теплосчетчик. Рядом м. Лукьяновская,  ТРЦ Украина (Универмаг Украина),  “Дары моря”. Цена 14900 грн. ку. Звоните,  организуем просмотр в удобное для Вас время! При подписании договора комиссия 50%. Агентство недвижимости МЕГА-КАПИТАЛ приглашает к сотрудничеству собственников объектов недвижимости для эффективной и быстрой сдачи в аренду жилья в Киеве.
  ",2,1
3182,"Андрющенка Григорiя вул., 6г",545,Шевченковский,2,52,5,25,"
Дополнительно : 
Срочно сдается отличная 2-комнатная Шевченковский р-н ул. Андрющенко,  6Г,  52/36/12 м.,  5/25 эт. Вся новая мебель и техника,  два диван,  шкаф-купе,  духовка,  варочная поверхность,  две плазмы,  лоджия,  ванная. 15450 грн. к/у. Звоните,  организуем просмотр в удобное для Вас время! Агентство недвижимости «МЕГА-КАПИТАЛ» приглашает к сотрудничеству собственников жилой и коммерческой недвижимости для эффективной и быстрой продажи и сдачи в аренду жилья в Киеве. При подписании договора комиссия 50%.
  ",3,0
3183,"Саперне Поле вул., 12",573,Печерский,1,43,7,14,"
Дополнительно : 
Сдается отличная 1-комнатная Центр,  Печерск,  в престижном ЖК ""Французский квартал"". 431712 м2.,  714 эт. Новый ремонт,  современный интерьер,  гардеробная,  балкон. Квартира оборудована кондиционером Cooper & Hunter,  стиральной машиной Zanussi,  посудомойкой,  телевизором Panasonic с диагональю 42``,  чугунной ванной,  бойлером,  индивидуальным счётчиком на отопление,  воду,  кухней со встроенной техникой. Комплекс со свой инфраструктурой,  подземным паркингом,  охраной. Рядом метро Дворец Украина,  метро Лыбедская,  ТЦ Океан Плаза,  супермаркеты в пешей доступности. 16300 грн. ку. Звоните,  организуем просмотр в удобное для Вас время! При подписании договора комиссия 50%. Агентство недвижимости «МЕГА-КАПИТАЛ» приглашает к сотрудничеству собственников жилой и коммерческой недвижимости для эффективной и быстрой продажи и сдачи в аренду жилья в Киеве.
  ",2,1
3184,"Героїв Сталiнграду пр-т, 2д",630,Оболонский,1,50,7,25,"
Дополнительно : 
Шикарная 1 комнатная-студия Оболонь ЖК «Парк Стоун» Г.Сталинграда 2Д,  501624 м. 725 эт. 5 минут от м. Оболонь. Есть вся новая необходимая мебель и техник,  холодильник,  стиральная машинка,  плазма,  большой диван,  кресло,  двуспальная кровать,  кондиционер,  бойлер,  счетчик на отопление. Тихий двор,  удобная транспортная развязка. 17900 грн. Звоните,  организуем просмотр в удобное для Вас время! При подписании договора комиссия 50%. Агентство недвижимости МЕГА-КАПИТАЛ приглашает к сотрудничеству собственников объектов недвижимости для эффективной и быстрой сдачи в аренду жилья в Киеве.
  ",3,1
3185,"Максимовича Михайла вул., 3д",457,Голосеевский,2,53,10,25,"
Дополнительно : 
Срочно сдам 2-комнатную-студию ЖК «4 Сезона» Максимовича,  3Д,  Голосеевски р-н. 523014 м. 1024 эт. Вся новая мебель и техника,  диван,  кровать,  варочная поверхность,  холодильник,  шкаф-купе,  ванна,  бойлер,  балкон. Удобная транспортная развязка,  рядом м. Васильковская и ВДНХ,  в комплексе две детские площадки,  детский садик,  подземный паркинг,  аптека,  семейная клиника,  магазины и многое другое. 13000 грн. Звоните,  организуем просмотр в удобное для Вас время! Агентство недвижимости «МЕГА-КАПИТАЛ» приглашает к сотрудничеству собственников объектов недвижимости для эффективной и быстрой сдачи в аренду жилья в Киеве. При подписании договора комиссия 50%.
  ",1,1
3186,"Малиновського Маршала вул., 4в",475,Оболонский,2,74,14,25,"
Дополнительно : 
Отличная 2-комнатная квартиру ЖК «Гранд» Оболонь ул. Малиновского,  4В,  743814 м. 1425 эт. Вся новая импортная мебель и техника,  холодильник,  стиральная машина,  два бойлера,  два санузла,  вытяжка,  духовка,  двуспальный диван,  двуспальная кровать с ортопедическим матрасом,  громадный шкаф-купе,  застекленный балкон 4м. 13500 грн. При подписании договора комиссия 50%. Агентство недвижимости «МЕГА-КАПИТАЛ» приглашает к сотрудничеству собственников объектов недвижимости для эффективной и быстрой сдачи в аренду жилья в Киеве.
  ",2,1
3187,"Патрiарха Мстислава Скрипника вул., 40",650,Соломенский,1,51,10,25,"
Дополнительно : 
СРОЧНО сдам дизайнерскую 1-комнатную-студию ЖК ""Островский"" ул. Скрипника,  40,  Соломенский р-н. 51 кв.м. 10/25 эт. В квартире есть вся новая необходимая мебель и техника,  двуспальная кровать с ортопедическим матрасом,  большой диван,  кондиционер,  холодильник,  варочная поверхность,  духовой шкаф,  СВЧ,  встроенные шкафы,  ванна,  бойлер,  посудомоечная и стиральная машина,  теплосчетчик. Рядом множество магазинов и развлекательных учреждений,  м.Вокзальная. 650 у.е. При подписании договора комиссия 50%.Большая база объектов по Киеву и Киевской области. Звоните,  организуем просмотр в удобное для Вас время! Агентство недвижимости МЕГА-КАПИТАЛ приглашает к сотрудничеству собственников жилой и коммерческой недвижимости для эффективной и быстрой продажи и сдачи в аренду объектов в Киеве и Киевской области.
  ",2,1
3188,"Боженка вул., 89",594,Голосеевский,1,54,19,24,"
Дополнительно : 
Шикарная 1-комнатная-студия Голосеевский р-н. ЖК «Лебедь» ул. Малевича (Боженко) 89.(м. Дворец Украина) 542014 м. 1925эт. Вся новая необходимая мебель и техника,  встроенная кухня с техникой,  холодильник,  индукционная варочная поверхность,  духовка,  электрочайник,  плазма,  кабельное,  кондиционер,  интернет,  WiFi,  бойлер,  стиральная машина. 16 900 грн. ку. При подписании договора комиссия 50%. Агентство недвижимости «МЕГА-КАПИТАЛ» приглашает к сотрудничеству собственников объектов недвижимости для эффективной и быстрой сдачи в аренду жилья в Киеве.
  ",1,1
3189,"Рибалка Маршала вул., 5б",750,Шевченковский,1,53,23,26,"
Дополнительно : 
Срочно сдам дизайнерскую 1-комнатную ЖК Элизиум по ул.М.Рыбалко,  5Б,  Шевченковский р-н.,  53 кв.м.,  23/26 эт. Квартира полностью оборудована всей новой необходимой для комфортного проживания современной мебелью и бытовой техникой: холодильник,  СВЧ,  духовка,  стиральная машина,  кровать с ортопедическим матрасом,  диван,  смарт ТВ,  кондиционеры,  бойлер,  ванна,  гардероб,  теплосчетчик. Прекрасно развита инфраструктура. Рядом м.Лукьяновская,  стадион Старт,  рынок,  множество магазинов,  заведений для досуга и развлечений,  тихий двор,  подземный паркинг. 750 у.е. При подписании договора комиссия 50%.Большая база объектов по Киеву и Киевской области. Звоните,  организуем просмотр в удобное для Вас время! Агентство недвижимости МЕГА-КАПИТАЛ приглашает к сотрудничеству собственников жилой и коммерческой недвижимости для эффективной и быстрой продажи и сдачи в аренду объектов в Киеве и Киевской области.
  ",2,1
3190,"Золотоустiвська вул., 47-49",990,Шевченковский,2,70,19,22,"
Дополнительно : 
Шикарная дизайнерская 2-комнатная ЖК «Златоустовский» ул. Златоустовская,  47-49 ,  70 м. 1922 эт. Первая сдача. Вся новая необходимая мебель и техника Bosch,  холодильник,  кондиционеры,  4K TV сигнализация,  посудомоечная машина,  подогрев полов,  двуспальная кровать,  два дивана,  счетчик отопления,  подогрев полов,  интернет,  душ,  ванна. 990 у.е. ку. Звоните,  организуем просмотр в удобное для Вас время! Агентство недвижимости «МЕГА-КАПИТАЛ» приглашает к сотрудничеству собственников жилой и коммерческой недвижимости для эффективной и быстрой продажи и сдачи в аренду жилья в Киеве. При подписании договора комиссия 50%
  ",2,1
3191,"Мельникова вул., 51Б",542,Шевченковский,2,52,10,25,"
Дополнительно : 
Срочно сдам 2-комнатную-студию ЖК Лукьяновский ул. Мельникова,  51Б,  Шевченковский р-н. 522518 м. 1024 эт. Вся новая мебель и техника,  диван,  кровать,  варочная поверхность,  холодильник,  три шкафа-купе,  ванна,  бойлер,  балкон,  плазма,  теплосчетчик. Удобная транспортная развязка,  рядом м. Лукьяновская,  в комплексе детская площадка,  детский садик,  подземный паркинг,  аптека,  кафе. 15400 грн. Звоните,  организуем просмотр в удобное для Вас время! Агентство недвижимости «МЕГА-КАПИТАЛ» приглашает к сотрудничеству собственников объектов недвижимости для эффективной и быстрой сдачи в аренду жилья в Киеве. При подписании договора комиссия 50%.
  ",1,1
3192,"Максимовича Михайла вул., 3д",482,Голосеевский,1,62,17,25,"
Дополнительно : 
Шикарная 1-комнатная Голосеевский р-н. ЖК «4 Сезона»,  ул. Максимовича (Трутенко) 3Д,  (до м. Васильковская 5 мин. пешком). Первая сдача. Евроремонт. 62/25/15 м.кв.,  17/25 эт. Квартира полностью оборудована всей новой необходимой современной мебелью и техникой,  холодильник,  стиральная машина,  большой диван,  кровать,  бойлер,  душевая кабина,  шкаф-купе,  балкон,  теплосчетчик. 13700 грн. к/у. торг. Звоните,  организуем просмотр в удобное для Вас время! Агентство недвижимости МЕГА-КАПИТАЛ приглашает к сотрудничеству собственников объектов недвижимости для эффективной и быстрой сдачи в аренду жилья в Киеве. При подписании договора комиссия 50%.
  ",1,1
3193,"Ямська вул., 52",633,Голосеевский,1,45,8,9,"
Дополнительно : 
Дизайнерская 1-комнатная-студия Центр ЖК Бруклин ул.Ямская,  52,  45/25/13 м. 8/9эт. Первая сдача. Вся новая техника и мебель,  двуспальная кровать с ортопедическим матрасом,  диван,  плазма,  бойлер,  ванная,  кондиционер,  духовка,  варочная поверхность,  СВЧ,  теплосчетчик. 18000 грн. к/у. Звоните,  организуем просмотр в удобное для Вас время! Агентство недвижимости МЕГА-КАПИТАЛ приглашает к сотрудничеству собственников объектов недвижимости для эффективной и быстрой сдачи в аренду жилья в Киеве. При подписании договора комиссия 50%.
  ",3,1
3194,"Коновальця Євгена вул., 34",774,Печерский,1,50,7,24,"
Дополнительно : 
Отличная 1-комнатная Печерск ЖК «Аристократ» Коновальца (Щорса) 34,  50/25/14 м. 7/24 эт. Первая сдача. В квартире вся новая необходимая техника и мебель,  двуспальная кровать с ортопедическим матрасом,  диван,  холодильник,  стиральная и посудомоечная машина,  варочная поверхность,  духовка,  кондиционер,  бойлер,  ванная,  гигиенический душ,  два шкафа,  балкон,  теплосчетчик,  СВЧ,  плазма. Есть свое паркоместо. Отличная инфраструктура и транспортная развязка. Рядом м. Печерская. 22000 грн. к/у. Звоните,  организуем просмотр в удобное для Вас время! Агентство недвижимости МЕГА-КАПИТАЛ приглашает к сотрудничеству собственников объектов недвижимости для эффективной и быстрой сдачи в аренду жилья в Киеве. При подписании договора комиссия 50%.
  ",3,1
3195,"Сiкорського Iгоря Авiаконструктора вул., 1",510,Шевченковский,2,75,12,25,"
Дополнительно : 
Сдается шикарная 2 комнатная квартира в ЖК класса люкс ""Зеленый Остров"",  ул. И.Сикорского,  1. Шевченковский район. Евроремонт. 754816 кв.м. 1225 эт. Квартира полностью оборудована всей новой необходимой для комфортного проживания современной мебелью и бытовой техникой холодильник,  кондиционер,  стиральная машина,  бойлер. Охраняемая территория комплекса,  подземный паркинг. Рядом посольство США. Прекрасно развита инфраструктура. Отличная транспортная развязка до метро Берестейская - 10 мин. пешком. 14500 грн. Звоните,  организуем просмотр в удобное для Вас время! При подписании договора комиссия 50%. Агентство недвижимости МЕГА-КАПИТАЛ приглашает к сотрудничеству собственников объектов недвижимости для эффективной и быстрой сдачи в аренду жилья в Киеве.
  ",3,1
3196,"Сiкорського Iгоря Авiаконструктора вул., 1",1161,Шевченковский,2,92,7,25,"
Дополнительно : 
Шикарная 2-комнатная Шевченковский ЖК «Зеленый Остров» ул.Сикорского,  1,  924816 м.,  725 эт. Первая сдача. Дизайнерский ремонт. Вся новая техника и мебель,  плазмы,  кондиционеры,  СВЧ,  бойлер,  варочная поверхность,  духовка,  посудомоечная машина,  двуспальная кровать,  большой диван,  кресло-качалка,  шкаф-купе (5, 5м.),  книжный шкаф,  сейф,  видеонаблюдение,  подогрев полов,  балкон,  теплосчетчик,  два су.,  ванная,  душ,  подземный паркинг. 1200 у.е. ку. Звоните,  организуем просмотр в удобное для Вас время! Агентство недвижимости «МЕГА-КАПИТАЛ» приглашает к сотрудничеству собственников жилой и коммерческой недвижимости для эффективной и быстрой продажи и сдачи в аренду жилья в Киеве. При подписании договора комиссия 50%.
  ",3,1
3197,"Героїв Сталiнграду пр-т, 2г",915,Оболонский,2,76,9,25,"
Дополнительно : 
Сдается впервые шикарная двухкомнатная в элитном доме на Оболонской набережной пр-т. Г.Сталинграда,  2Г,  764823 кв.м. 924 эт. Дизайнерский ремонт вся новая мебель и техника. Просторная и теплая. Оборудована всей необходимой техникой,  посудомоечная машина,  три кондеционера,  два LCD телевизора,  счетчик на отопление. Отличное месторасположение,  развитая инфраструктура. Рядом Дрим Таун,  школа,  детский садик,  спортивный комплекс,  гольфклуб,  супермаркет,  много кафе и ресторанов,  метро ""Оболонь"". 26000 грн. ку. Звоните,  организуем просмотр в удобное для Вас время! При подписании договора комиссия 50%. Агентство недвижимости «МЕГА-КАПИТАЛ» приглашает к сотрудничеству собственников жилой и коммерческой недвижимости для эффективной и быстрой продажи и сдачи в аренду жилья в Киеве.
  ",3,0
3198,"Полтавська вул., 10",665,Шевченковский,1,58,8,13,"
Дополнительно : 
Шикарная дизайнерская 1-комнатная-студия Шевченковский р-н. ЖК «Златоустовский» Полтавская,  10,  582215 м.,  813 эт. Первая сдача. Вся новая необходимая мебель и техника,  большой диван,  шкаф-купе,  бойлер,  два кондиционера,  плазма,  посудомоечная машина,  двуспальная кровать с ортопедическим матрасом,  теплосчетчик. 18900 грн. ку. Звоните,  организуем просмотр в удобное для Вас время! При подписании договора комиссия 50%. Агентство недвижимости МЕГА-КАПИТАЛ приглашает к сотрудничеству собственников объектов недвижимости для эффективной и быстрой сдачи в аренду жилья в Киеве.
  ",2,1
3199,"Коновальця Євгена вул., 36в",668,Печерский,2,65,22,26,"
Дополнительно : 
Срочно сдам дизайнерскую шикарную видовую 2-комнатну-студию ЖК ""Печерськi пагорби"".ул. Коновальца,  36В,  Печерский р-н. 65/24/20м. 22/26эт. Первая сдача. Кухня гостиная с балконом и впечатляющим видом на центр Киева. Отдельная спальня,  гардеробная и раздельные санузлы с теплыми полами и термостатом. Вся новая техника и мебель. Электрическая плита и духовая печь,  холодильник,  посудомоечная и стиральная машина,  полотенцесушитель,  бойлер,  кондиционер,  WiFI роутер. В доме красивая входная группа с вестибюлем,  консьерж-служба и круглосуточная охрана,  подземный паркинг с лифтом на этажи доступен для аренды. Тихий,  благополучный район в центре Киева с пятиминутной доступности к метро ""Печерская"". Поблизости огромный NOVUS и ""Сильпо"". 19000 грн. Звоните,  организуем просмотр в удобное для Вас время! Агентство недвижимости «МЕГА-КАПИТАЛ» приглашает к сотрудничеству собственников объектов недвижимости для эффективной и быстрой сдачи в аренду жилья в Киеве. При подписании договора комиссия 50%.
  ",3,1
3200,"Максимовича Михайла вул., 3д",440,Голосеевский,1,46,20,25,"
Дополнительно : 
Срочно сдается отличная 1-комнатная. Голосеевский ЖК «4 Сезона» ул. Максимовича (Трутенко),  3Д м.Васильковская 5 мин. пешком. 46/18/14 м. 20/25 эт. Вся новая мебель и техника,  варочная панель,  духовка,  холодильник,  посудомоечная и стиральная машины,  бойлер,  кондиционер,  плазма,  большой шкаф-купе,  два дивана,  балкон,  душевая кабина,  теплосчетчик,  посуда,  постель,  интернет,  утюг,  пылесос,  чайник,  СВЧ. 12500 грн. к/у. Звоните,  организуем просмотр в удобное для Вас время! Агентство недвижимости МЕГА-КАПИТАЛ приглашает к сотрудничеству собственников объектов недвижимости для эффективной и быстрой сдачи в аренду жилья в Киеве. При подписании договора комиссия 50%
  ",1,1
3201,"Перемоги пр-т, 67а",352,Святошинский,1,38,8,16,"
Дополнительно : 
Срочно сдам уютную 1-комнатную-студию в ЖК «Нивки Парк» по пр. Победы,  67А,  Шевченковский р-н.,  38 кв.м.,  9/16 эт,  Квартира полностью оборудована всей новой необходимой для комфортного проживания современной мебелью и бытовой техникой: холодильник,  СВЧ,  стиральная машины,  диван с ортопедическим матрасом,  шкаф-купе,  гардероб,  теплосчетчик. Прекрасно развита инфраструктура. Рядом парк «Нивки»,  м.Нивки,  множество магазинов,  заведений для досуга и развлечений. 10000 грн. Возможна рассрочка залоговой суммы на несколько месяцев. При подписании договора комиссия 50%. Звоните,  организуем просмотр в удобное для Вас время! Агентство недвижимости МЕГА-КАПИТАЛ приглашает к сотрудничеству собственников объектов недвижимости для эффективной и быстрой сдачи в аренду жилья в Киеве
  ",2,1
3202,"Антоновича вул., 74",950,Голосеевский,1,46,8,23,"
Дополнительно : 
Срочно сдам отличную 1-комнатную ЖК""Нью-Йорк"" ул. Антоновича,  74. Голосеевский р-н. 46/19/15 м. 8/23 эт. Первая сдача. Вся новая мебель и техника,  холодильник,  варочная поверхность,  духовка,  посудомоечная и стиральная машина,  два кондиционера,  шкафы,  бойлер,  кровать,  диван,  ванна,  подогрев полов,  теплосчетчик. Закрытая территория,  парковка. Отличная инфраструктура. 950 у.е. Звоните,  организуем просмотр в удобное для Вас время! Агентство недвижимости «МЕГА-КАПИТАЛ» приглашает к сотрудничеству собственников объектов недвижимости для эффективной и быстрой сдачи в аренду жилья в Киеве. При подписании договора комиссия 50%.
  ",1,1
3203,"Тбiлiський пров., 1",633,Шевченковский,2,82,17,25,"
Дополнительно : 
Шикарная дизайнерская 2-комнатная квартира ЖК «Тбилисский» Шулявка пер. Тбилисский 1 (ул.Шулявская 32),  825214 м. 1725 эт. Первая сдача. Вся новая импортная мебель и техника,  холодильник,  стиральная машина,  бойлер,  вытяжка,  варочная поверхность,  духовка,  три больших шкафа,  СВЧ,  двуспальный диван,  двуспальная кровать с ортопедическим матрасом,  теплые полы,  теплосчетяик,  большой застекленный балкон. До метро Политехнический институт 5 мин. Развитая инфраструктура,  отличная транспортная развязка. 18000 грн. ку. При подписании договора комиссия 50%. Агентство недвижимости «МЕГА-КАПИТАЛ» приглашает к сотрудничеству собственников объектов недвижимости для эффективной и быстрой сдачи в аренду жилья в Киеве.
  ",2,1
3204,"Голосiївська вул., 13",721,Голосеевский,2,60,18,26,"
Дополнительно : 
Отличная 2-комнатная ЖК «Голосеевский» Голосеевская,  13,  60/45/14 кв.м.,  18/26 эт. Первая сдача. Вся новая мебель и техника,  большой диван с ортопедическим матрасом,  интернет,  духовка,  варочная поверхность,  два кондиционера,  бойлер,  ванная,  плазма,  два шкафа-купе,  теплосчетчик,  балкон. 20500 грн. (800 у.е.) к/у. Звоните,  организуем просмотр в удобное для Вас время! Агентство недвижимости МЕГА-КАПИТАЛ приглашает к сотрудничеству собственников объектов недвижимости для эффективной и быстрой сдачи в аренду жилья в Киеве. При подписании договора комиссия 50%.
  ",2,1
3205,"Перемоги пр-т, 71а",401,Шевченковский,1,45,10,16,"
Дополнительно : 
Отличная 1-комнатная Шевченковский р-н. ЖК Наш Дом пр. Победы,  71А,  45/18/15 м. 10/16 эт. Первая сдача. Вся новая мебель и техника,  диван,  кровать,  кондиционер,  плазма,  ванная,  гардероб,  духовка,  лоджия,  бойлер,  теплосчетчик. Рядом м. Нивки. 11400 грн. к/у. Звоните,  организуем просмотр в удобное для Вас время! Агентство недвижимости «МЕГА-КАПИТАЛ» приглашает к сотрудничеству собственников жилой и коммерческой недвижимости для эффективной и быстрой продажи и сдачи в аренду жилья в Киеве. При подписании договора комиссия 50%.
  ",2,1
3206,"Фiлатова Академiка вул., 2/1",700,Печерский,1,50,4,18,"
Дополнительно : 
Срочно сдам дизайнерскую 1-комнатную ЖК Французский квартал ул. Филатова,  2/1,  Печерский р-н. 50 м. 4/18 эт. Первая сдача. Вся новая мебель и техника,  диван,  кровать,  кондиционер,  посудомоечная и стиральная машина,  СВЧ,  духовка,  подогрев полов,  смарт телевизор,  бойлер,  шкаф,  теплосчетчик,  посуда,  постельное белье,  ванна. 19900 грн. Звоните,  организуем просмотр в удобное для Вас время! Агентство недвижимости «МЕГА-КАПИТАЛ» приглашает к сотрудничеству собственников жилой и коммерческой недвижимости для эффективной и быстрой продажи и сдачи в аренду жилья в Киеве. При подписании договора комиссия 50%.
  ",2,1
3207,"Липкiвського Василя Митрополита вул., 37",668,Соломенский,2,58,11,25,"
Дополнительно : 
СРОЧНО сдам новую дизайнерскую 2-комнатную-студио в ЖК Династия,  ул. Липковского,  37,  Соломенский р-н. 58 кв.м. 11/25 эт. В квартире авторский ремонт,  вся новая необходимая мебель и техника,  кровать с ортопедическим матрасом,  кондиционеры,  два смарт ТВ,  холодильник,  СВЧ,  духовка,  ванна,  бойлер,  посудомоечная и стиральная машина,  шкаф-купе,  гардероб,  балкон. Рядом множество магазинов и развлекательных учреждений,  парк,  м. Вокзальная. 19000 грн. При подписании договора комиссия 50%.Большая база объектов по Киеву и Киевской области. Звоните,  организуем просмотр в удобное для Вас время! Агентство недвижимости МЕГА-КАПИТАЛ приглашает к сотрудничеству собственников жилой и коммерческой недвижимости для эффективной и быстрой продажи и сдачи в аренду объектов в Киеве и Киевской области.С уважением Николай ведущий специалист АН ""МЕГА-КАПИТАЛ"" 0669761815 (Viber/WhatsApp/Telegram) 0679669049 (Viber) 0935828901
  ",2,1
3208,"Йорданська вул., 1",521,Оболонский,1,62,18,25,"
Дополнительно : 
Шикарная 1-комнатная-студия в элитном ЖК Оболонь,  ул. Иорданская,  1,  623018 м. 1825 эт. (м. Петровка,  Оболонь). Вся новая необходимая мебель и техника,  духовка,  посудомоечная машина,  двуспальная кровать с ортопедическим матрасом,  диван,  шкаф-купе,  кондиционер,  СВЧ,  бойлер,  плазма,  балкон. 14800 грн. ку. Звоните,  организуем просмотр в удобное для Вас время! Агентство недвижимости МЕГА-КАПИТАЛ приглашает к сотрудничеству собственников объектов недвижимости для эффективной и быстрой сдачи в аренду жилья в Киеве. При подписании договора комиссия 50%.
  ",2,1
3209,"Конєва Маршала вул., 10/1",735,Голосеевский,2,65,20,25,"
Дополнительно : 
Срочно сдам дизайнерскую 2-комнатную-студию в ЖК Венеция по ул.Конева,  10/1,  Голосеевский р-н. 65 кв.м.,  20/25 эт. Вся новая необходимая мебель и техника,  диван,  кровать с ортопедическим матрасом,  кондиционеры,  смарт ТВ,  варочная панель,  духовка,  СВЧ,  холодильник,  посудомоечная и стиральная машина,  душ,  бойлер,  гардероб,  подогрев полов,  теплосчетчик. На территории ЖК много мест для отдыха и досуга,  магазины,  подземный паркинг,  рядом парк с озером,  м.Ипподром. 20900 грн. При подписании договора комиссия агентства 50%.Большая база объектов по Киеву и Киевской области. Звоните,  организуем просмотр в удобное для Вас время! Агентство недвижимости МЕГА-КАПИТАЛ приглашает к сотрудничеству собственников жилой и коммерческой недвижимости для эффективной и быстрой продажи и сдачи в аренду объектов в Киеве и Киевской области. С уважением Николай ведущий специалист АН ""МЕГА-КАПИТАЛ"" 0669761815 (Viber/WhatsApp/Telegram) 0679669049 (Viber) 0935828901
  ",1,1
